id,size
AGEID0,0
AGEID5,5
AGEID10,10
AGEID15,15
AGEID20,20
AGEID25,25
AGEID30,30
AGEID35,35
AGEID40,40
AGEID45,45
AGEID50,50
AGEID55,55
AGEID60,60
AGEID65,65
AGEID70,70
AGEID75,75
AGEID80,80
AGEID85,85
AGEID90,90
AGEID95,95
AGEID100,100
