Classifier1,Classifier2,Classifier3,Classifier4,LeadSpecies,Vol0,Vol1,Vol2,Vol3,Vol4,Vol5,Vol6,Vol7,Vol8,Vol9,Vol10,Vol11,Vol12,Vol13,Vol14,Vol15,Vol16,Vol17,Vol18,Vol19,Vol20
Spruce13-16,L,mineral,YC13_16,Spruce13-16,0,0.031,1.729,13.485,47.166,107.745,190.457,285.194,381.664,472.215,552.447,620.640,676.869,722.211,758.174,786.349,808.222,825.085,838.019,847.901,855.430
