Classifier1,Classifier2,Classifier3,Classifier4,UsingID,Age,Area,Delay,UNFCCCLC,HistDist,LastDist
NFPine_mineral,A,mineral,YC12_20,False,0,3002.0,0,2,DISTID3,DISTID5
NFSitka_mineral,A,mineral,YC4_12,False,0,1623.0,0,2,DISTID3,DISTID5
NFSitka_mineral,A,mineral,YC13_16,False,0,1925.85,0,2,DISTID3,DISTID5
NFSitka_mineral,A,mineral,YC17_20,False,0,8048.3,0,2,DISTID3,DISTID5
NFSitka_mineral,A,mineral,YC20_24,False,0,28879.0,0,2,DISTID3,DISTID5
NFSitka_mineral,A,mineral,YC24_30,False,0,43913.85,0,2,DISTID3,DISTID5
NFSGB_mineral,A,mineral,YC6,False,0,3715.0,0,2,DISTID3,DISTID5
NFFGB_mineral,A,mineral,YC6,False,0,11194.0,0,2,DISTID3,DISTID5
NFCBmix_mineral,A,mineral,YC10,False,0,9199.0,0,2,DISTID3,DISTID5
NFOC_mineral,A,mineral,YC10,False,0,18150.0,0,2,DISTID3,DISTID5
NFPine_peat,A,peat,YC12_20,False,0,21799.0,0,2,DISTID3,DISTID5
NFSitka_peat,A,peat,YC4_12,False,0,15777.0,0,2,DISTID3,DISTID5
NFSitka_peat,A,peat,YC13_16,False,0,14271.0,0,2,DISTID3,DISTID5
NFSitka_peat,A,peat,YC17_20,False,0,0.0,0,2,DISTID3,DISTID5
NFSitka_peat,A,peat,YC20_24,False,0,38154.0,0,2,DISTID3,DISTID5
NFSitka_peat,A,peat,YC24_30,False,0,52675.0,0,2,DISTID3,DISTID5
NFSGB_peat,A,peat,YC6,False,0,0.0,0,2,DISTID3,DISTID5
NFFGB_peat,A,peat,YC6,False,0,6796.0,0,2,DISTID3,DISTID5
NFCBmix_peat,A,peat,YC10,False,0,4563.0,0,2,DISTID3,DISTID5
NFOC_peat,A,peat,YC10,False,0,24112.0,0,2,DISTID3,DISTID5
